from_city,to_city,bus_name,bus_number,departure_time,arrival_time,duration,type,price,available_seats,total_seats,rating,features,starting_point,women_special
Madurai,Tirunelveli,SRS Travels Non-AC Sleeper,TN-27-OL-7073,19:45,05:22,9h 37m,AC Seater,1442,10,40,4.8,WiFi,Ramanathapuram,No
Erode,Madurai,SETC Non-AC Sleeper,TN-07-QL-5129,21:00,00:43,3h 43m,AC Seater,331,38,40,4.8,-,Erode,No
Ramanathapuram,Theni,TNSTC AC Seater,TN-62-ZS-9198,22:00,02:34,4h 34m,Non-AC Seater,219,26,50,4.0,-,Ramanathapuram,Yes
Kumbakonam,Pudukkottai,TNSTC Non-AC Sleeper,TN-83-MC-6194,19:15,22:01,2h 46m,AC Sleeper,630,31,36,4.0,-,Kumbakonam,Yes
Tuticorin,Ramanathapuram,TNSTC Non-AC Seater,TN-73-VD-2738,20:00,07:20,11h 20m,AC Seater,506,17,30,4.2,-,Tuticorin,Yes
Erode,Karur,SRM Travels Non-AC Seater,TN-91-RC-7884,21:00,04:57,7h 57m,Non-AC Sleeper,786,10,30,3.9,WiFi,Erode,No
Madurai,Nagercoil,TNSTC Non-AC Sleeper,TN-96-WT-0753,20:30,06:11,9h 41m,AC Seater,748,29,30,4.4,-,Cuddalore,No
Coimbatore,Madurai,SRM Travels AC Seater,TN-33-RV-2857,22:30,08:20,9h 50m,AC Seater,353,16,36,4.2,Blanket,Trichy,Yes
Kumbakonam,Cuddalore,SRM Travels AC Sleeper,TN-46-CV-4262,17:15,19:24,2h 9m,AC Sleeper,634,25,30,4.3,Charging Port,Kumbakonam,No
Dindigul,Hosur,SETC Non-AC Sleeper,TN-78-WO-1637,17:45,04:26,10h 41m,AC Sleeper,178,24,30,4.6,-,Dindigul,No
Hosur,Madurai,TNSTC AC Seater,TN-16-TX-2762,19:15,00:52,5h 37m,Non-AC Seater,101,23,30,4.9,-,Hosur,No
Tirunelveli,Chennai,SETC Non-AC Seater,TN-72-DQ-6855,22:15,06:34,8h 19m,Non-AC Seater,470,30,30,4.3,-,Tirunelveli,No
Karur,Ramanathapuram,SETC Non-AC Seater,TN-61-LO-8173,17:15,01:23,8h 8m,AC Sleeper,295,21,36,4.9,-,Karur,Yes
Madurai,Erode,Vivegam Travels AC Seater,TN-41-UZ-0918,23:00,10:22,11h 22m,Non-AC Seater,247,28,44,4.0,Charging Port,Madurai,Yes
Hosur,Thanjavur,TNSTC AC Sleeper,TN-45-GS-8746,23:15,06:16,7h 1m,AC Sleeper,152,35,36,4.1,-,Hosur,No
Vellore,Chennai,Parveen Travels Non-AC Seater,TN-82-FI-1201,17:00,23:33,6h 33m,Non-AC Sleeper,1259,9,44,4.5,WiFi,Vellore,Yes
Tuticorin,Kanyakumari,TNSTC AC Seater,TN-22-CZ-9616,23:00,07:03,8h 3m,AC Seater,417,9,44,4.6,-,Tuticorin,No
Coimbatore,Nagercoil,SRS Travels Non-AC Seater,TN-00-UJ-6893,17:15,01:05,7h 50m,AC Sleeper,1287,8,50,4.0,USB,Coimbatore,No
Dindigul,Vellore,TNSTC Non-AC Seater,TN-09-TN-3139,18:15,22:08,3h 53m,Non-AC Seater,587,24,40,4.5,-,Dindigul,Yes
Karur,Tirunelveli,SETC AC Sleeper,TN-01-DZ-9700,21:45,06:39,8h 54m,Non-AC Sleeper,578,16,50,3.9,-,Karur,Yes
Chennai,Tuticorin,SETC Non-AC Sleeper,TN-90-FA-3396,23:30,05:15,5h 45m,AC Seater,418,12,36,3.8,-,Chennai,Yes
Coimbatore,Vellore,TNSTC AC Seater,TN-05-RQ-2699,20:30,02:46,6h 16m,AC Sleeper,285,31,50,4.0,-,Thanjavur,No
Thanjavur,Ramanathapuram,ABT Travels AC Seater,TN-04-EB-5195,17:15,22:37,5h 22m,Non-AC Seater,1254,9,36,3.5,WiFi,Thanjavur,No
Dindigul,Erode,SRS Travels Non-AC Sleeper,TN-16-MP-6347,20:30,05:24,8h 54m,Non-AC Seater,739,38,44,3.8,USB,Vellore,No
Chennai,Pudukkottai,SRS Travels Non-AC Seater,TN-55-NM-6537,23:00,07:32,8h 32m,Non-AC Sleeper,1027,9,36,4.4,Charging Port,Chennai,Yes
Kumbakonam,Pudukkottai,ABT Travels AC Seater,TN-71-AC-7120,20:45,04:10,7h 25m,AC Sleeper,386,5,30,4.1,Blanket,Kumbakonam,No
Ramanathapuram,Trichy,SRM Travels Non-AC Sleeper,TN-20-VN-3741,19:00,01:40,6h 40m,Non-AC Seater,1492,20,50,4.1,Charging Port,Ramanathapuram,Yes
Nagercoil,Dindigul,Parveen Travels AC Sleeper,TN-38-SF-8357,18:15,06:06,11h 51m,Non-AC Seater,995,35,40,4.0,USB,Nagercoil,Yes
Cuddalore,Theni,SRM Travels Non-AC Sleeper,TN-76-BF-2953,21:00,01:15,4h 15m,Non-AC Seater,674,34,50,4.8,WiFi,Cuddalore,Yes
Theni,Dindigul,TNSTC Non-AC Seater,TN-43-FD-2741,21:00,04:50,7h 50m,Non-AC Sleeper,459,19,30,3.8,-,Theni,No
Hosur,Thanjavur,SETC AC Sleeper,TN-09-RZ-8025,19:00,02:51,7h 51m,Non-AC Seater,186,28,40,4.3,-,Hosur,No
Vellore,Kumbakonam,SETC AC Seater,TN-36-PH-0384,22:00,04:26,6h 26m,AC Sleeper,228,37,40,4.2,-,Vellore,Yes
Tuticorin,Trichy,Parveen Travels Non-AC Sleeper,TN-28-CV-1566,18:45,01:29,6h 44m,Non-AC Seater,348,47,50,4.6,-,Tuticorin,Yes
Theni,Pudukkottai,Parveen Travels AC Seater,TN-40-OP-8880,23:00,02:01,3h 1m,Non-AC Seater,244,13,40,4.3,USB,Theni,No
Nagercoil,Dindigul,SRS Travels AC Seater,TN-68-XI-6389,22:15,08:59,10h 44m,AC Seater,1399,21,44,3.9,Water Bottle,Nagercoil,Yes
Cuddalore,Pudukkottai,SETC AC Sleeper,TN-88-ZA-0267,17:00,02:03,9h 3m,AC Seater,221,9,50,3.9,-,Cuddalore,No
Kanyakumari,Ramanathapuram,TNSTC AC Seater,TN-90-ST-6454,20:15,02:41,6h 26m,Non-AC Seater,733,24,44,4.8,-,Pudukkottai,Yes
Nagercoil,Theni,ABT Travels AC Seater,TN-97-UN-8035,22:30,10:27,11h 57m,Non-AC Sleeper,849,34,40,3.8,WiFi,Karur,Yes
Nagercoil,Thanjavur,Vivegam Travels AC Seater,TN-57-CC-4793,23:15,06:06,6h 51m,AC Seater,988,14,50,3.6,Water Bottle,Tuticorin,Yes
Vellore,Salem,TNSTC AC Seater,TN-25-QF-7369,22:45,07:05,8h 20m,AC Seater,272,10,30,4.5,-,Chennai,No
Tirunelveli,Cuddalore,SRS Travels AC Seater,TN-41-DU-7431,18:15,21:52,3h 37m,Non-AC Sleeper,264,13,30,4.8,WiFi,Tirunelveli,Yes
Trichy,Tuticorin,SRS Travels AC Seater,TN-52-NN-7045,21:45,03:18,5h 33m,Non-AC Seater,653,32,36,4.1,Water Bottle,Theni,Yes
Madurai,Salem,TNSTC AC Sleeper,TN-50-JM-6876,23:30,02:01,2h 31m,AC Seater,528,12,30,3.6,-,Ramanathapuram,No
Pudukkottai,Madurai,ABT Travels AC Seater,TN-50-AO-7085,23:45,02:28,2h 43m,Non-AC Sleeper,1048,31,50,4.8,USB,Pudukkottai,No
Trichy,Thanjavur,SETC Non-AC Sleeper,TN-33-ZT-3081,23:15,01:58,2h 43m,AC Sleeper,267,18,30,5.0,-,Karur,No
Kumbakonam,Tirunelveli,SETC AC Sleeper,TN-73-LA-7995,21:15,05:10,7h 55m,AC Sleeper,443,14,36,3.5,-,Tuticorin,No
Pudukkottai,Erode,SETC Non-AC Seater,TN-91-JR-8135,22:15,03:02,4h 47m,AC Sleeper,624,39,40,4.8,-,Cuddalore,No
Ramanathapuram,Vellore,SRM Travels AC Sleeper,TN-32-OB-4133,17:15,02:12,8h 57m,Non-AC Sleeper,247,25,30,4.3,Blanket,Thanjavur,Yes
Tuticorin,Trichy,KPN Travels Non-AC Sleeper,TN-22-ZL-5731,19:30,06:09,10h 39m,AC Sleeper,463,30,44,4.8,Water Bottle,Tuticorin,No
Kanyakumari,Theni,SRM Travels AC Sleeper,TN-76-AT-3729,18:00,21:27,3h 27m,AC Sleeper,797,16,36,4.7,WiFi,Kanyakumari,Yes
Erode,Thanjavur,TNSTC Non-AC Seater,TN-50-RC-1562,17:00,19:17,2h 17m,Non-AC Sleeper,174,37,44,4.7,-,Erode,No
Karur,Dindigul,SRS Travels Non-AC Sleeper,TN-02-JX-1018,23:30,02:02,2h 32m,Non-AC Sleeper,1268,25,44,3.6,USB,Kanyakumari,No
Vellore,Karur,Vivegam Travels Non-AC Seater,TN-10-FZ-0676,21:00,01:14,4h 14m,Non-AC Seater,385,34,44,3.7,Blanket,Vellore,Yes
Tuticorin,Ramanathapuram,TNSTC AC Sleeper,TN-54-PB-4490,20:00,06:55,10h 55m,Non-AC Seater,515,14,30,4.2,-,Tuticorin,No
Hosur,Chennai,TNSTC Non-AC Seater,TN-20-TC-9281,19:00,01:12,6h 12m,AC Sleeper,532,35,36,4.8,-,Hosur,No
Trichy,Kanyakumari,Vivegam Travels AC Sleeper,TN-22-UD-9484,18:30,05:25,10h 55m,Non-AC Seater,846,39,44,4.7,Blanket,Trichy,Yes
Nagercoil,Hosur,TNSTC Non-AC Sleeper,TN-49-PH-0383,22:30,04:01,5h 31m,Non-AC Sleeper,425,42,44,3.6,-,Nagercoil,No
Thanjavur,Dindigul,TNSTC AC Sleeper,TN-83-HZ-5743,22:45,09:53,11h 8m,AC Seater,491,34,40,4.6,-,Thanjavur,No
Dindigul,Tirunelveli,SRS Travels Non-AC Sleeper,TN-82-YO-3207,22:15,09:07,10h 52m,AC Sleeper,1053,5,30,3.8,USB,Dindigul,No
Cuddalore,Thanjavur,SRM Travels AC Seater,TN-90-HX-6701,18:30,04:32,10h 2m,AC Sleeper,1448,13,40,4.3,Charging Port,Cuddalore,No
Salem,Trichy,TNSTC AC Seater,TN-37-EG-2614,21:00,03:34,6h 34m,AC Seater,449,36,36,3.9,-,Salem,Yes
Kumbakonam,Tirunelveli,KPN Travels AC Sleeper,TN-84-KK-7946,20:45,07:07,10h 22m,AC Seater,994,5,30,4.9,Water Bottle,Kumbakonam,Yes
Chennai,Dindigul,TNSTC AC Seater,TN-82-OL-3984,21:00,05:34,8h 34m,AC Sleeper,628,9,40,5.0,-,Chennai,Yes
Chennai,Erode,Vivegam Travels AC Sleeper,TN-85-DZ-2796,23:30,05:08,5h 38m,AC Sleeper,543,5,40,3.7,WiFi,Chennai,Yes
Pudukkottai,Vellore,SRS Travels Non-AC Sleeper,TN-65-AW-9095,21:45,08:59,11h 14m,AC Sleeper,839,20,30,3.6,Blanket,Pudukkottai,Yes
Thanjavur,Coimbatore,SETC Non-AC Seater,TN-30-RL-7340,19:30,22:01,2h 31m,AC Seater,420,30,44,4.1,-,Thanjavur,Yes
Madurai,Dindigul,ABT Travels Non-AC Sleeper,TN-79-YZ-7814,20:00,23:17,3h 17m,Non-AC Seater,1274,34,50,4.0,-,Madurai,Yes
Tuticorin,Pudukkottai,SETC AC Sleeper,TN-29-VO-7923,19:00,04:38,9h 38m,Non-AC Seater,186,27,36,3.8,-,Tuticorin,Yes
Madurai,Erode,SETC AC Seater,TN-46-SG-8668,19:30,00:39,5h 9m,Non-AC Seater,238,30,40,4.5,-,Madurai,No
Theni,Kumbakonam,TNSTC AC Sleeper,TN-87-WZ-4680,18:00,01:12,7h 12m,Non-AC Sleeper,167,16,50,4.2,-,Coimbatore,No
Trichy,Kanyakumari,SETC Non-AC Sleeper,TN-90-ZJ-6635,21:00,02:02,5h 2m,AC Seater,522,48,50,4.0,-,Trichy,No
Thanjavur,Cuddalore,KPN Travels AC Seater,TN-18-MR-3884,19:30,04:40,9h 10m,AC Seater,846,34,50,4.9,Blanket,Thanjavur,Yes
Thanjavur,Nagercoil,TNSTC Non-AC Sleeper,TN-99-TF-3656,21:15,07:30,10h 15m,AC Seater,348,44,50,4.2,-,Thanjavur,No
Dindigul,Kanyakumari,SETC Non-AC Seater,TN-16-VL-8535,20:15,06:33,10h 18m,AC Sleeper,482,41,50,3.5,-,Dindigul,No
Salem,Madurai,ABT Travels Non-AC Sleeper,TN-91-VF-9421,20:00,07:09,11h 9m,AC Seater,330,11,30,4.8,-,Salem,Yes
Salem,Thanjavur,KPN Travels Non-AC Sleeper,TN-13-BC-7696,17:45,01:58,8h 13m,Non-AC Seater,891,7,40,4.6,-,Salem,Yes
Trichy,Karur,SETC AC Sleeper,TN-88-NV-1502,17:00,00:02,7h 2m,Non-AC Seater,154,19,40,4.6,-,Trichy,No
Salem,Erode,SRS Travels Non-AC Seater,TN-40-JT-4434,21:45,23:58,2h 13m,Non-AC Seater,812,47,50,4.5,Charging Port,Salem,Yes
Chennai,Nagercoil,TNSTC AC Sleeper,TN-40-BN-2914,20:30,02:45,6h 15m,Non-AC Sleeper,397,14,36,4.6,-,Chennai,Yes
Tuticorin,Theni,KPN Travels AC Seater,TN-39-WZ-1464,18:00,23:45,5h 45m,AC Seater,262,33,40,3.7,Water Bottle,Tuticorin,No
Cuddalore,Kanyakumari,TNSTC AC Seater,TN-38-NA-5490,19:00,00:37,5h 37m,AC Seater,314,15,44,4.0,-,Cuddalore,Yes
Kumbakonam,Tirunelveli,SRS Travels Non-AC Sleeper,TN-28-MU-7638,18:15,01:19,7h 4m,Non-AC Sleeper,748,29,50,4.1,Blanket,Kumbakonam,Yes
Kanyakumari,Theni,TNSTC Non-AC Sleeper,TN-12-EW-2772,18:45,01:32,6h 47m,AC Sleeper,512,26,30,4.0,-,Kanyakumari,Yes
Thanjavur,Coimbatore,Parveen Travels Non-AC Seater,TN-17-FA-7706,17:15,00:16,7h 1m,Non-AC Seater,1463,24,36,4.9,Charging Port,Thanjavur,No
Kumbakonam,Salem,SETC Non-AC Seater,TN-32-PM-8275,23:00,10:24,11h 24m,AC Seater,185,10,40,4.1,-,Kanyakumari,Yes
Thanjavur,Erode,Vivegam Travels Non-AC Sleeper,TN-83-QI-5965,21:00,08:05,11h 5m,Non-AC Seater,617,14,40,4.3,USB,Thanjavur,Yes
Chennai,Ramanathapuram,SETC Non-AC Seater,TN-99-GG-4490,20:45,08:11,11h 26m,Non-AC Seater,260,27,36,4.1,-,Thanjavur,No
Dindigul,Vellore,SETC AC Seater,TN-04-GA-3643,22:15,01:30,3h 15m,AC Sleeper,668,18,44,3.6,-,Dindigul,Yes
Hosur,Tirunelveli,TNSTC AC Sleeper,TN-45-WW-7316,23:15,08:35,9h 20m,Non-AC Seater,720,12,36,4.9,-,Hosur,Yes
Kumbakonam,Tuticorin,TNSTC AC Seater,TN-55-ZL-2984,17:45,04:54,11h 9m,AC Sleeper,361,14,36,4.1,-,Kumbakonam,Yes
Kanyakumari,Tuticorin,TNSTC Non-AC Seater,TN-92-XS-5917,17:15,23:04,5h 49m,AC Seater,323,31,36,4.0,-,Kanyakumari,Yes
Theni,Coimbatore,TNSTC AC Sleeper,TN-39-LH-9471,18:30,03:48,9h 18m,Non-AC Seater,411,18,50,4.6,-,Cuddalore,Yes
Pudukkottai,Kumbakonam,Parveen Travels Non-AC Seater,TN-29-YG-4535,23:45,03:02,3h 17m,Non-AC Sleeper,692,24,50,4.9,Water Bottle,Pudukkottai,No
Kanyakumari,Chennai,KPN Travels Non-AC Sleeper,TN-98-MY-8771,20:30,00:07,3h 37m,AC Seater,770,22,40,3.7,USB,Karur,No
Kumbakonam,Madurai,Parveen Travels Non-AC Seater,TN-95-UK-4173,23:30,03:42,4h 12m,AC Sleeper,337,8,40,4.9,-,Kumbakonam,No
Coimbatore,Nagercoil,SETC AC Seater,TN-57-FT-8164,20:00,04:07,8h 7m,AC Sleeper,740,30,36,4.7,-,Coimbatore,No
Cuddalore,Coimbatore,SETC Non-AC Sleeper,TN-61-ZX-3315,22:30,01:19,2h 49m,Non-AC Seater,380,16,36,4.8,-,Cuddalore,Yes
Vellore,Cuddalore,KPN Travels Non-AC Sleeper,TN-04-OL-2109,18:15,01:01,6h 46m,AC Sleeper,691,10,30,3.7,Blanket,Vellore,No
Nagercoil,Trichy,SRM Travels Non-AC Seater,TN-38-CK-8031,23:00,03:45,4h 45m,AC Sleeper,1098,33,36,4.5,Blanket,Nagercoil,No
Cuddalore,Thanjavur,Vivegam Travels AC Sleeper,TN-04-WW-5685,17:30,00:24,6h 54m,Non-AC Sleeper,765,46,50,4.3,-,Cuddalore,No
Ramanathapuram,Theni,SRS Travels Non-AC Sleeper,TN-58-UW-8041,17:00,21:44,4h 44m,AC Seater,262,6,40,4.6,Water Bottle,Ramanathapuram,No
Erode,Hosur,TNSTC AC Sleeper,TN-97-JU-9114,22:15,08:05,9h 50m,Non-AC Sleeper,266,29,44,3.8,-,Erode,No
Tuticorin,Coimbatore,Parveen Travels Non-AC Sleeper,TN-24-UL-2876,23:45,09:23,9h 38m,AC Seater,858,43,50,3.8,Charging Port,Tirunelveli,Yes
Nagercoil,Ramanathapuram,SRM Travels AC Sleeper,TN-84-YE-3469,20:15,06:07,9h 52m,Non-AC Sleeper,1026,7,40,4.1,-,Nagercoil,No
Dindigul,Erode,TNSTC Non-AC Sleeper,TN-22-SK-2527,19:00,04:51,9h 51m,AC Seater,154,24,40,4.9,-,Dindigul,Yes
Madurai,Karur,Parveen Travels Non-AC Seater,TN-95-OS-9639,21:30,07:58,10h 28m,Non-AC Seater,1462,6,36,4.7,Charging Port,Madurai,Yes
Karur,Chennai,TNSTC AC Sleeper,TN-34-CR-7119,19:30,22:58,3h 28m,AC Sleeper,781,44,50,5.0,-,Karur,No
Madurai,Salem,TNSTC AC Seater,TN-29-HD-7893,23:15,05:30,6h 15m,AC Sleeper,533,30,30,4.5,-,Madurai,No
Tuticorin,Madurai,Parveen Travels Non-AC Sleeper,TN-37-JL-0472,17:00,21:46,4h 46m,Non-AC Sleeper,958,40,44,4.0,Blanket,Tuticorin,No
Hosur,Trichy,TNSTC Non-AC Sleeper,TN-01-UA-1678,17:30,00:45,7h 15m,Non-AC Seater,532,13,40,4.1,-,Hosur,Yes
Dindigul,Theni,SRM Travels Non-AC Seater,TN-84-LG-2858,17:45,02:39,8h 54m,AC Sleeper,1265,45,50,4.8,WiFi,Nagercoil,Yes
Karur,Hosur,ABT Travels Non-AC Seater,TN-48-GS-8954,18:00,23:52,5h 52m,Non-AC Sleeper,1377,25,44,4.3,Water Bottle,Karur,No
Pudukkottai,Hosur,SRS Travels AC Seater,TN-39-ZH-0446,17:00,02:15,9h 15m,AC Seater,397,38,40,4.8,WiFi,Erode,Yes
Karur,Thanjavur,TNSTC AC Sleeper,TN-04-BZ-0938,22:45,05:54,7h 9m,Non-AC Seater,533,27,50,4.1,-,Karur,Yes
Vellore,Chennai,ABT Travels Non-AC Seater,TN-73-BY-7308,19:00,21:36,2h 36m,Non-AC Seater,1408,32,50,4.7,-,Vellore,No
Kumbakonam,Karur,TNSTC AC Sleeper,TN-10-CV-8216,17:45,04:25,10h 40m,AC Seater,793,23,30,4.4,-,Kumbakonam,Yes
Erode,Trichy,ABT Travels AC Sleeper,TN-77-IA-4261,19:30,21:33,2h 3m,AC Seater,600,20,40,4.4,WiFi,Erode,Yes
Karur,Madurai,SRM Travels AC Sleeper,TN-56-TJ-8157,20:00,22:34,2h 34m,Non-AC Sleeper,823,19,40,4.8,-,Karur,Yes
Hosur,Trichy,Vivegam Travels AC Seater,TN-15-WG-6030,17:30,00:28,6h 58m,Non-AC Sleeper,1285,29,36,4.6,WiFi,Hosur,Yes
Chennai,Erode,ABT Travels AC Seater,TN-98-EG-1180,20:45,08:23,11h 38m,AC Sleeper,1384,28,30,4.7,Blanket,Chennai,No
Chennai,Karur,ABT Travels AC Seater,TN-67-EI-6118,23:30,05:21,5h 51m,Non-AC Sleeper,979,8,50,4.4,Water Bottle,Kanyakumari,No
Madurai,Cuddalore,Parveen Travels AC Sleeper,TN-64-UG-1802,19:30,06:57,11h 27m,AC Sleeper,588,18,30,4.7,WiFi,Madurai,Yes
Erode,Kanyakumari,SRS Travels AC Sleeper,TN-02-KR-7240,20:15,06:49,10h 34m,AC Sleeper,1275,5,30,4.2,USB,Erode,Yes
Dindigul,Vellore,Vivegam Travels AC Sleeper,TN-16-HQ-3823,19:00,01:57,6h 57m,AC Sleeper,670,47,50,4.6,USB,Dindigul,No
Tirunelveli,Vellore,ABT Travels Non-AC Sleeper,TN-20-MR-1610,17:00,19:45,2h 45m,Non-AC Sleeper,342,15,30,4.0,Blanket,Tirunelveli,No
Tirunelveli,Chennai,TNSTC AC Seater,TN-98-TC-7630,20:15,02:25,6h 10m,AC Sleeper,690,46,50,4.1,-,Karur,No
Salem,Dindigul,KPN Travels AC Seater,TN-82-KE-1033,18:30,02:03,7h 33m,Non-AC Seater,1273,30,50,4.2,Charging Port,Salem,No
Tirunelveli,Cuddalore,TNSTC AC Seater,TN-09-SR-6222,21:45,00:11,2h 26m,AC Seater,548,44,44,4.4,-,Tirunelveli,No
Hosur,Chennai,SRM Travels AC Sleeper,TN-69-VK-0989,21:30,09:08,11h 38m,AC Seater,1072,17,36,4.2,Charging Port,Tuticorin,No
Kumbakonam,Dindigul,ABT Travels AC Sleeper,TN-99-EG-9374,23:00,01:53,2h 53m,AC Seater,733,29,50,4.2,Blanket,Kumbakonam,Yes
Vellore,Erode,SRM Travels AC Sleeper,TN-24-LQ-8993,20:15,02:39,6h 24m,Non-AC Sleeper,980,13,30,4.7,Charging Port,Vellore,Yes
Ramanathapuram,Theni,TNSTC Non-AC Seater,TN-78-EG-3241,22:00,00:47,2h 47m,AC Sleeper,579,15,40,4.9,-,Ramanathapuram,Yes
Nagercoil,Karur,SETC Non-AC Sleeper,TN-76-FM-3085,20:45,05:50,9h 5m,AC Sleeper,753,5,40,4.2,-,Nagercoil,No
Cuddalore,Tirunelveli,SETC AC Sleeper,TN-32-IM-1601,20:45,23:38,2h 53m,AC Seater,535,26,30,4.1,-,Cuddalore,No
Coimbatore,Theni,Parveen Travels Non-AC Seater,TN-58-ZL-0792,19:45,03:13,7h 28m,AC Sleeper,374,23,36,4.9,-,Coimbatore,No
Ramanathapuram,Kanyakumari,SETC AC Sleeper,TN-69-GE-0083,21:00,08:16,11h 16m,AC Sleeper,250,23,50,4.6,-,Ramanathapuram,No
Erode,Vellore,Parveen Travels Non-AC Sleeper,TN-12-GO-7183,19:15,21:54,2h 39m,AC Sleeper,987,21,44,3.6,Water Bottle,Pudukkottai,No
Theni,Thanjavur,SRM Travels AC Sleeper,TN-43-HO-4470,21:45,00:04,2h 19m,Non-AC Sleeper,404,11,44,3.5,Charging Port,Theni,No
Salem,Trichy,SETC AC Seater,TN-55-KY-5145,20:15,23:32,3h 17m,AC Seater,102,23,50,3.7,-,Salem,Yes
Cuddalore,Madurai,SETC Non-AC Seater,TN-85-KM-7641,23:00,03:00,4h 0m,AC Sleeper,641,12,30,3.8,-,Nagercoil,No
Kumbakonam,Cuddalore,TNSTC Non-AC Seater,TN-19-MY-3338,18:30,02:32,8h 2m,AC Sleeper,362,23,44,4.5,-,Kumbakonam,No
Kumbakonam,Salem,TNSTC AC Seater,TN-21-TB-9155,17:00,03:00,10h 0m,AC Sleeper,364,25,40,4.2,-,Kumbakonam,Yes
Nagercoil,Thanjavur,KPN Travels Non-AC Seater,TN-67-GI-1010,20:30,06:03,9h 33m,AC Sleeper,725,9,40,4.0,Charging Port,Tirunelveli,No
Kumbakonam,Pudukkottai,SETC Non-AC Sleeper,TN-73-NS-0942,17:45,05:34,11h 49m,AC Sleeper,225,45,50,3.6,-,Kumbakonam,Yes
Vellore,Salem,ABT Travels Non-AC Seater,TN-30-MF-8946,22:00,01:22,3h 22m,Non-AC Seater,228,39,44,4.2,Water Bottle,Vellore,Yes
Pudukkottai,Salem,TNSTC AC Seater,TN-76-PH-0732,21:45,09:22,11h 37m,Non-AC Seater,699,46,50,4.0,-,Pudukkottai,Yes
Erode,Tirunelveli,SRS Travels Non-AC Seater,TN-87-JX-0061,21:00,01:01,4h 1m,Non-AC Sleeper,305,13,40,3.8,USB,Nagercoil,No
Thanjavur,Tirunelveli,TNSTC Non-AC Seater,TN-48-VD-8439,17:45,00:40,6h 55m,AC Sleeper,608,36,40,4.4,-,Thanjavur,Yes
Tirunelveli,Chennai,TNSTC Non-AC Seater,TN-66-TP-7708,17:45,02:56,9h 11m,Non-AC Seater,733,18,44,4.8,-,Tirunelveli,No
Thanjavur,Cuddalore,TNSTC Non-AC Sleeper,TN-36-CN-3771,21:15,23:47,2h 32m,Non-AC Seater,284,18,50,3.5,-,Thanjavur,No
Kanyakumari,Coimbatore,Parveen Travels AC Seater,TN-88-UG-9515,23:15,01:47,2h 32m,Non-AC Seater,617,33,36,3.7,USB,Kanyakumari,No
Erode,Pudukkottai,TNSTC Non-AC Seater,TN-50-JE-1064,21:30,01:15,3h 45m,AC Seater,447,14,30,3.7,-,Erode,No
Coimbatore,Thanjavur,TNSTC Non-AC Seater,TN-56-MM-9540,20:00,07:20,11h 20m,AC Sleeper,156,13,44,4.0,-,Coimbatore,No
Erode,Thanjavur,SRS Travels AC Seater,TN-52-BW-1104,21:30,00:58,3h 28m,AC Seater,240,10,40,4.2,USB,Erode,Yes
Trichy,Vellore,SRM Travels AC Sleeper,TN-68-LK-4318,19:00,01:38,6h 38m,AC Seater,621,11,30,4.5,Charging Port,Trichy,Yes
Karur,Theni,TNSTC Non-AC Sleeper,TN-63-MX-3561,18:45,06:04,11h 19m,AC Seater,200,26,50,3.9,-,Karur,No
Tuticorin,Trichy,KPN Travels AC Seater,TN-32-UR-2801,20:30,02:52,6h 22m,AC Seater,834,30,40,4.6,WiFi,Tuticorin,Yes
Kanyakumari,Pudukkottai,SRS Travels Non-AC Sleeper,TN-89-OE-4345,21:15,02:41,5h 26m,Non-AC Seater,964,9,44,4.0,Water Bottle,Kanyakumari,No
Vellore,Theni,SETC AC Seater,TN-87-AF-6768,21:15,05:26,8h 11m,Non-AC Seater,396,47,50,4.2,-,Vellore,No
Trichy,Chennai,TNSTC AC Seater,TN-90-XM-6114,19:00,01:24,6h 24m,Non-AC Seater,291,10,40,4.6,-,Trichy,No
Trichy,Chennai,Parveen Travels AC Sleeper,TN-42-XX-0543,23:30,05:54,6h 24m,Non-AC Sleeper,1125,41,50,4.5,Blanket,Trichy,Yes
Trichy,Chennai,SETC AC Sleeper,TN-70-OE-3687,18:00,00:24,6h 24m,AC Sleeper,539,35,36,4.8,-,Trichy,No
Trichy,Chennai,SRM Travels AC Sleeper,TN-73-NN-3511,19:00,01:24,6h 24m,AC Sleeper,954,12,30,4.3,Charging Port,Trichy,No
Trichy,Chennai,TNSTC Non-AC Sleeper,TN-79-LH-9187,20:45,03:09,6h 24m,AC Sleeper,202,9,30,4.0,-,Trichy,Yes
Trichy,Chennai,SRS Travels AC Seater,TN-63-OV-7320,23:00,05:24,6h 24m,Non-AC Sleeper,1159,31,36,4.7,Blanket,Trichy,No
Trichy,Chennai,TNSTC AC Sleeper,TN-39-GS-1994,23:45,06:09,6h 24m,Non-AC Sleeper,425,20,30,4.0,-,Trichy,No
Trichy,Chennai,KPN Travels Non-AC Sleeper,TN-07-SP-8956,20:30,02:54,6h 24m,AC Sleeper,449,14,30,3.5,Charging Port,Trichy,No
Trichy,Chennai,ABT Travels AC Seater,TN-30-CA-1554,18:30,00:54,6h 24m,AC Seater,839,5,40,5.0,USB,Trichy,No
Trichy,Chennai,Parveen Travels Non-AC Sleeper,TN-93-AZ-1315,17:30,23:54,6h 24m,Non-AC Sleeper,806,5,30,3.6,USB,Trichy,Yes
Trichy,Chennai,TNSTC Non-AC Sleeper,TN-77-CM-3352,23:45,06:09,6h 24m,AC Seater,320,9,30,4.3,-,Trichy,No
